CustomerID,VehicleType,Model,km,StartingStation,DestinationStation,City,Review
3565,Car,star370,30.44,Market East Station,Texas & Pacific Station,Arlington,3
3565,Car,that455,50.35,Hollywood/NE 42nd Ave,Charles Center Station,St. Louis,0
3566,Bicycle,develop248,93.88,Rosemont Station,Union Station,Las Vegas,1
3567,Car,someone179,83.24,Downtown Transit Center,City Hall Station,Los Angeles,1
3567,Car,spend345,56.19,Irvine Station,Fruitvale Station,Orlando,1
3568,Bicycle,doctor366,33.84,Highland Station,Civic Center Station,Boston,1
3568,Bicycle,everybody737,11.27,El Paso Streetcar,Ogilvie Transportation Center,Bakersfield,0
3568,Bicycle,game882,79,Woodlawn Station,Alma School Station,Phoenix,1
3568,Bike,new216,22.39,Station Square,Peoria Station,Henderson,3
3569,Bike,law117,69.3,ARTIC Station,ARTIC Station,Lexington,2
3569,Car,thank397,1.72,Downtown Transit Center,Ogilvie Transportation Center,Milwaukee,2
3570,Bicycle,dark711,81.41,Woodlawn Station,Amtrak Station,Seattle,5
3570,Bike,prevent494,10.39,Union Station,East 55th Street,Plano,5
3571,Bicycle,doctor366,87.85,Central Station,Suburban Station,Memphis,1
3572,Bicycle,decade755,54.69,Lakeline Station,Sahara Station,Virginia Beach,2
3572,Bike,lose268,29.34,Southpoint Mall,Civic Center,Fresno,5
3572,Car,sell214,55.24,Country Club Station,Sun Metro Terminal,Seattle,5
3572,Car,trip382,9.81,Pearl Station,Alton Parkway,Durham,2
3573,Car,various863,79.59,Crown Center,Crown Center,Orlando,4
3574,Bike,information808,61.21,Staples Street Station,Duke University,Las Vegas,1
3574,Bike,mission216,33.1,Meadow Woods,Hamburg Pavilion,Cincinnati,3
3575,Bicycle,everybody737,87.17,Parker Road Station,Kern Station,Chicago,0
3575,Bike,property795,94.73,Goose Hollow,Liberty Street,Kansas City,4
3575,Car,write753,36.07,Arena District Station,Downtown Transit Center,Durham,3
3576,Bicycle,continue143,52.93,Lake Merritt Station,Parker Road Station,Detroit,3
3576,Bicycle,east242,86.33,Goose Hollow,Brickell Station,Minneapolis,2
3576,Bike,paper852,92.45,Crown Center,Haymarket Station,San Antonio,5
3576,Bike,rate749,6.28,Berryessa Station,Liberty Street,Orlando,1
3577,Bike,hear709,95.77,Montgomery Street Station,Arlington Transit Station,Milwaukee,4
3577,Car,though502,55.67,Mountain Metro Station,Milwaukee Intermodal Station,Miami,5
3578,Bike,mission216,20.92,Citadel Mall,Third Ward Station,Dallas,3
3578,Car,set719,76.42,Pearl Station,Capitol Station,Miami,0
3578,Car,tonight642,38.94,Music City Central,Gateway Center,Columbus,2
3578,Car,until703,62.55,Crossroads Mall Station,Lindbergh Center,Greensboro,1
3579,Bicycle,culture544,32.48,Riverfront Transit Center,Civic Center Station,Boston,5
3580,Bike,provide514,31.76,Delmar Station,Meadow Woods,Detroit,4
3580,Car,single245,90.1,Woodlawn Station,North Main Street,Fresno,1
3580,Car,success670,23.72,Montebello/19th Ave,Northland Transit Center,St. Louis,4
3580,Car,throw562,76.16,Sycamore/Main Street,Sunset Road,San Jose,2
3581,Bicycle,art789,92.68,Crown Center,Station Square,Anaheim,0
3581,Bike,group442,27.23,Farragut North,Sunset Road,Henderson,3
3581,Bike,material103,64.27,El Paso Streetcar,Wood Street Station,Louisville,3
3581,Bike,morning188,52.95,Charles Center Station,Downtown Transit Center,Anchorage,4
3581,Bike,play151,25.17,Parker Road Station,Airport Station,Oakland,1
3581,Car,something123,15.58,Northland Transit Center,Stockyards Station,Virginia Beach,1
3582,Bicycle,affect205,82.78,Encanto/Central Ave,Powell Street Station,Honolulu,0
3582,Car,teach269,66.82,Charlotte Gateway Station,Hollywood/NE 42nd Ave,Durham,5
3582,Car,thing952,16.52,Alamo Station,South Station,Dallas,2
3583,Car,while940,96.11,Old Town Wichita,Friendly Center,New York,4
3584,Bicycle,decade755,9,Jefferson/1st Ave,New Center,Austin,3
3584,Bicycle,fine171,98.15,Johns Hopkins Hospital Station,Bell Station,Durham,1
3584,Car,someone179,69.72,Airport Station,Downtown Transit Center,Cleveland,5
3584,Car,sport325,56.86,Times Square,Michigan Avenue Station,Aurora,3
3584,Car,tonight642,24.24,Gateway Center,Pikes Peak Station,Cincinnati,5
3585,Car,where592,67.38,El Paso Streetcar,Broadway Station,Boston,3
3586,Bicycle,bit862,32.46,Denver Avenue Station,Anaheim Canyon,Arlington,4
3586,Bike,medical150,12.22,Millennium Station,Kings Avenue Station,St. Louis,0
3587,Bicycle,budget626,34.53,Amtrak Station,Southpoint Mall,Cleveland,3
3587,Bike,others323,75.13,Station Square,Montgomery Street Station,Oakland,3
3587,Car,relate578,16.28,Downtown Transit Center,West Oakland Station,Detroit,2
3587,Car,such610,48.25,Downtown Station,Montgomery Street Station,Albuquerque,4
3588,Bicycle,culture544,76.78,Suburban Station,Bonneville Transit Center,Chicago,4
3588,Bike,provide514,30.15,West 25th Street,Peachtree Center,Pittsburgh,2
3588,Car,sort931,29.37,Arena District Station,Station Square,Detroit,4
3589,Bicycle,citizen320,92.75,Quarry Market,North Station,Corpus Christi,1
3590,Bicycle,eat356,10,Newtown Road,Rosa Parks Transit Center,Houston,3
3590,Bicycle,economic767,53.62,Warehouse District,Admiral Boulevard,Plano,5
3590,Bicycle,fine171,81.52,Peoria Station,Anaheim Canyon,Omaha,5
3590,Car,several464,95.11,Sun Metro Terminal,Los Ranchos/Journal Center,Durham,5
3590,Car,teach624,19.28,Tamien Station,Airport Station,Tulsa,2
3590,Car,until703,45.09,Downtown Transit Center,Moore Square Station,Washington DC,5
3591,Bicycle,effect321,21.73,Pepsi Center/Elitch Gardens,Lindbergh Center,Houston,0
3591,Bike,inside924,58.87,Alkali Flat/La Valentina,Hemming Park,Tucson,4
3591,Bike,major616,97.9,UNCG Station,Delano Station,El Paso,0
3591,Bike,medical150,80.14,Five Points Station,Kings Avenue Station,New Orleans,0
3591,Bike,medical150,8.39,Bush Turnpike,Dimond Center,San Francisco,2
3591,Bike,open947,51.9,South Strip Transfer Terminal,Alton Parkway,Wichita,0
3591,Car,standard800,5.7,Stockton Station,Johns Hopkins Hospital Station,Wichita,5
3591,Car,throw562,76.98,Government Center,Capital Boulevard,San Antonio,4
3592,Bicycle,attack869,56.11,Diridon Station,Tower City Station,Louisville,1
3592,Bicycle,culture544,32.51,North Side Station,South Main Street,Washington DC,1
3592,Car,state345,67.79,Downtown Anaheim,Culver Drive Station,Columbus,0
3592,Car,trip382,43.43,Court House Station,Market East Station,Dallas,5
3593,Bicycle,citizen320,30.69,Four Seasons Town Centre,Preston Street Station,Anchorage,0
3593,Car,success670,69.73,Pearlridge Station,Anchorage Depot,Jacksonville,5
3594,Bicycle,ball282,5.37,Lindbergh Center,Alamo Station,Las Vegas,2
3594,Bicycle,bring400,97.17,Westlake Station,Civic Center Station,Minneapolis,0
3594,Bike,group442,67.31,Dimond Center,Crown Center,Denver,2
3594,Bike,half517,99.8,Union Station,Anaheim Canyon,Fort Worth,3
3594,Car,teach624,73.08,Union Station,Fruitvale Station,Durham,3
3594,Car,way160,46.37,Michigan Avenue Station,Eagle River,New York,5
3595,Bike,morning188,32.92,Military Highway,Fountain Square Station,Anchorage,4
3595,Bike,population327,94.37,Superior Station,Glory Road Transit Center,Kansas City,1
3596,Bicycle,campaign681,26.11,North Side Station,Kern Station,Las Vegas,3
3596,Bicycle,election652,92.11,Ala Moana Station,Liberty Street,Detroit,0
3597,Car,sell214,5.34,Anchorage Depot,Delano Station,Mesa,2
3597,Car,single245,70.68,Highland Station,Broadway Station,Milwaukee,3
3597,Car,success670,98.7,Bush Turnpike,New Center,Lexington,2
3597,Car,thank397,95.67,Civic Center Station,New Center,Virginia Beach,5
3598,Bicycle,course154,96.25,Lodi Station,Central Station,Bakersfield,2
3598,Bicycle,drug756,6.11,Lakeline Station,Midtown Station,Columbus,1
3598,Car,while940,12.19,Highland Avenue,Nine Mile Station,Greensboro,0
3598,Car,why108,81.39,Fruitvale Station,Market East Station,Plano,0
3599,Bike,human582,58.45,Steel Plaza Station,Cary Station,Kansas City,4
3599,Bike,industry317,60.83,Los Ranchos/Journal Center,Wood Street Station,Las Vegas,4
3599,Bike,new216,97.56,Jefferson/1st Ave,City College Station,Oakland,4
3599,Car,side812,45.44,Peoria Station,Moore Square Station,Las Vegas,2
3599,Car,style264,97.1,Union Station,Iliff Station,Baltimore,0
3600,Bicycle,air341,98.37,Johns Hopkins Hospital Station,Anthem Parkway,Wichita,3
3600,Bicycle,boy521,77.1,Ogilvie Transportation Center,Cincinnati Union Terminal,Tulsa,0
3600,Bicycle,by498,82.07,Tulane Avenue,Virginia Avenue Station,Atlanta,2
3600,Bicycle,control593,40.23,Milwaukee Intermodal Station,Arlington Transit Station,El Paso,4
3600,Bicycle,eat356,67.81,River Market,Pioneer Square Station,Anaheim,4
3601,Bike,local516,5.11,King Street Station,Pioneer Courthouse Square,Bakersfield,5
3601,Car,visit155,42.02,13th Street Station,Pepsi Center/Elitch Gardens,Jacksonville,1
3602,Bike,heart580,69.57,Dobson Station,Alvarado Transportation Center,Bakersfield,4
3602,Car,specific544,75.34,City College Station,Hermitage Station,Colorado Springs,4
3603,Bicycle,bit862,23.23,Capitol Station,Third Ward Station,Portland,0
3603,Bicycle,budget626,77.5,Sand Lake Road,Ogilvie Transportation Center,Milwaukee,5
3603,Bike,important278,51.22,Diridon Station,Goose Hollow,San Antonio,2
3603,Car,single245,72.82,Diridon Station,Downtown Station,Pittsburgh,0
3603,Car,throw562,14.26,Carondelet Street Station,Alma School Station,Charlotte,2
3604,Bicycle,affect205,77.87,Mockingbird Station,Downtown Transit Center,Fresno,1
3604,Bicycle,ball282,89.61,Downtown Transit Center,Los Ranchos/Journal Center,Raleigh,0
3604,Car,try871,81.72,Charles Center Station,North Station,Honolulu,0
3604,Car,where592,19.03,Cathedral Square,River Market,Anchorage,4
3605,Bicycle,bit862,30.72,Staples Street Station,30th Street Station,Austin,2
3605,Car,reduce598,50.58,Peoria Station,Los Ranchos/Journal Center,Louisville,4
3605,Car,several123,27.63,Penn Station,Anthem Parkway,San Jose,4
3606,Bicycle,defense776,99.99,North Side Station,Alkali Flat/La Valentina,Aurora,2
3606,Bicycle,effect321,55.99,Capitol Station,Times Square,St. Louis,2
3606,Bike,rate749,59.97,Pearlridge Station,Tower City Station,New York,4
3606,Car,until703,84.31,Kings Avenue Station,Green Valley Station,New York,3
3606,Car,write753,13.4,Southside Transit Center,Cathedral Square,Baltimore,3
3607,Bicycle,charge978,36.07,Court House Station,Disneyland Resort,New York,3
3607,Bike,hot339,92.13,City College Station,Downtown Wichita,Lexington,1
3607,Bike,new216,92.97,City College Station,US Bank Stadium,Portland,0
3608,Bicycle,campaign681,12,Wood Street Station,Peoria Station,San Antonio,0
3608,Bike,heart580,40.38,Evans Station,Horizon Ridge,Oakland,4
3608,Bike,material103,50.72,Union Avenue Station,Sun Metro Terminal,Tampa,2
3608,Bike,peace913,67.27,Tower City Station,Rosemont Station,Henderson,0
3608,Bike,prevent494,38.92,Downtown Transit Center,Gateway Center,Detroit,0
3609,Bicycle,citizen320,7.48,Sunset Road,Embarcadero Station,Aurora,0
3609,Bicycle,defense776,72.46,Lakeline Station,Bush Turnpike,Seattle,4
3609,Bike,nation734,85.89,Main Street Square,Tulane Avenue,Lexington,4
3609,Bike,rate749,76.5,Auraria West,Pershing Square,Columbus,1
3610,Bicycle,doctor366,78.15,Virginia Avenue Station,Riverfront Transit Center,Fort Worth,0
3610,Bike,heart580,61.94,North Station,Station Square,Charlotte,3
3610,Bike,method877,34.68,City Hall Station,Shrewsbury-Lansdowne I-44,Denver,0
3610,Bike,new216,16.94,Fayette Mall Station,Lakeline Station,Houston,1
3611,Bike,late274,58.93,City Hall Station,Eastside Terminal,Houston,1
3612,Bike,meet406,51.41,Fulton Street,Durham Station,Tulsa,4
3612,Bike,probably374,76.43,Alma School Station,Court House Station,Denver,5
3613,Bicycle,budget626,50.12,Capitol Station,Arena District Station,Tampa,0
3614,Bicycle,form808,11.4,Michigan Avenue Station,Charlotte Gateway Station,Wichita,3
3614,Bicycle,form808,89.7,Old Town Wichita,Sun Metro Terminal,Chicago,1
3614,Bike,onto719,74.46,Pearl Station,North Main Street,Louisville,4
3615,Bike,group442,45.56,Bush Turnpike,West Oakland Station,Mesa,2
3615,Bike,open947,49.98,Anaheim Canyon,Marion Transit Center,Baltimore,0
3615,Car,yard386,60.88,Central Station,Warehouse District,Oakland,0
3616,Bicycle,doctor366,11.56,Riverfront Station,Transit Center Station,Atlanta,0
3616,Car,reduce598,62.68,Sand Lake Road,7th Street/Metro Center,Los Angeles,1
3617,Bicycle,environment918,57.71,Anchorage Depot,Admiral Boulevard,Kansas City,0
3618,Bicycle,develop248,88.33,University Street Station,Market East Station,Wichita,0
3618,Bicycle,easy651,22.36,Ballston Metro Station,Fulton Mall,Colorado Springs,4
3618,Bike,industry808,3.07,Ala Moana Station,Times Square,Houston,2
3619,Bicycle,anyone997,35.35,Peachtree Center,St. Charles Avenue,Indianapolis,4
3619,Bike,medical150,15.73,Downtown Station,Midtown Station,Colorado Springs,5
3619,Bike,off105,49.8,Civic Center Station,Steel Plaza Station,San Antonio,1
3620,Bicycle,fine171,69.32,Lexington Market,Kings Avenue Station,Boston,1
3620,Car,specific544,86.83,LaSalle Street,Benson Station,San Jose,2
3620,Car,total312,41.01,Centro Ybor,Glory Road Transit Center,Baltimore,1
3621,Bicycle,because502,1.72,Five Points Station,Rosa Parks Transit Center,Dallas,2
3621,Car,star370,93.69,UNCG Station,North Side Station,Plano,0
3622,Bicycle,eat356,71.36,Downtown Transit Center,South Station,Minneapolis,4
3622,Car,specific544,40.81,Court House Station,Lake Merritt Station,Jacksonville,1
3622,Car,total312,78.45,Hollywood/NE 42nd Ave,Virginia Avenue Station,Fresno,1
3623,Car,under336,22.33,Ronstadt Transit Center,Staples Street Station,Albuquerque,1
3623,Car,until703,58.26,Riverfront Transit Center,West 25th Street,San Diego,0
3624,Bicycle,discuss378,76.28,HART Downtown Station,Durham Station,Jacksonville,0
3624,Bicycle,everybody737,50.8,West End Station,Lexington Market,Sacramento,1
3624,Bike,nothing156,89.63,University of Arizona,Riverplace Station,Fresno,3
3624,Bike,population327,69.35,Stockton Station,Sand Lake Road,Tulsa,3
3624,Car,someone179,71.02,Embarcadero Station,Union Passenger Terminal,Irvine,2
3624,Car,throw562,41.04,19th Street Station,Civic Center,Minneapolis,2
3626,Bicycle,build432,88.29,Duke University,Back Bay Station,Houston,2
3626,Bike,main531,19.98,University Street Station,Evans Station,Detroit,5
3626,Car,that455,73.84,Pikes Peak Station,VIA Metro Center,San Diego,2
3627,Bike,morning188,63.38,Sand Lake Road,Lynx Central Station,Arlington,4
3627,Bike,new216,66.38,Kings Avenue Station,Florida Station,Arlington,1
3627,Car,whom371,6.03,Pershing Square,Aragona Village,Orlando,3
3628,Car,star370,73.48,Civic Center Station,Eagle River,Aurora,5
3629,Bike,heart580,9.97,Tulane Avenue,Downtown Transit Center,Atlanta,3
3629,Car,sort931,85.8,Penn Station,West 25th Street,San Jose,4
3629,Car,thing952,80.49,Peachtree Center,Downtown Anaheim,Denver,3
3630,Bicycle,easy651,44.94,Irvine Station,Broad Street Line,Tampa,4
3630,Bike,open947,5.25,Milwaukee Intermodal Station,Johns Hopkins Hospital Station,Orlando,1
3630,Car,reduce598,23.48,Back Bay Station,Los Ranchos/Journal Center,Wichita,3
3630,Car,still338,79.65,Union Station,Downtown Transit Center,Henderson,3
3631,Bike,ground556,86.79,Ronstadt Transit Center,Eastside Terminal,Tucson,1
3631,Bike,others323,10.73,River Market,Brickell Station,Anchorage,5
3631,Bike,paper852,98.02,Four Seasons Town Centre,Downtown Transit Center,New York,2
3631,Car,whom371,93.84,Ayers Station,Newtown Road,Tucson,2
3632,Bicycle,across985,50.33,Brundage Station,Cobo Center,Las Vegas,2
3632,Bicycle,dark711,80.23,Fulton Street,Superior Station,Tucson,0
3632,Bicycle,eight904,3.27,Glory Road Transit Center,Capitol Station,Lexington,1
3632,Bicycle,game882,17.97,Anchorage Depot,Five Points Station,Lexington,4
3632,Bike,piece542,35.9,Charlotte Gateway Station,Brundage Station,Chicago,3
3632,Car,single245,6.47,Okeechobee Station,West End Station,Wichita,0
3632,Car,sort931,77.2,Millard Station,Broadway Station,Miami,4
3633,Bike,lose268,78.79,Milwaukee Intermodal Station,Mockingbird Station,Atlanta,2
3634,Bicycle,already175,67.97,Back Bay Station,Peoria Station,Minneapolis,5
3634,Bicycle,already175,74.31,Broad Street Line,El Paso Streetcar,Minneapolis,4
3634,Bicycle,art789,94.24,Auraria West,Capital Boulevard,Indianapolis,0
3634,Bicycle,art789,51.7,Fruitvale Station,Church Street Station,Memphis,2
3634,Bicycle,ball282,54.41,Sun Metro Terminal,Union Station,Raleigh,3
3634,Bicycle,easy651,10.26,Downtown Transit Center,Santa Clara Station,Baltimore,5
3634,Car,reduce598,65.55,Ronstadt Transit Center,Montano Station,Lexington,3
3634,Car,writer502,96.12,Woodlawn Station,Iliff Station,Cleveland,3
3635,Bicycle,campaign681,30.94,Fulton Street,Culver Drive Station,Oakland,0
3635,Bike,himself386,52.45,Crystal City Station,Broadway Station,Miami,3
3635,Bike,material103,26.12,Ayers Station,Sunport Station,Lexington,0
3635,Bike,population327,17.7,South Strip Transfer Terminal,Cary Station,Cincinnati,4
3636,Bicycle,already175,54.53,Auraria West,Pioneer Courthouse Square,Arlington,4
3636,Bicycle,already175,29.7,Tulane Avenue,City College Station,Detroit,5
3636,Bike,method935,7.04,Nine Mile Station,Newtown Road,Philadelphia,5
3637,Bicycle,able668,92.7,Pepsi Center/Elitch Gardens,Mockingbird Station,Arlington,3
3637,Bicycle,easy615,40.1,Los Ranchos/Journal Center,Gateway Center,El Paso,0
3637,Bicycle,election652,82.01,City Hall Station,Steel Plaza Station,Memphis,1
3637,Bike,off105,91.76,Alkali Flat/La Valentina,Texas & Pacific Station,Anaheim,1
3637,Bike,piece542,27.93,Okeechobee Station,Government Center,San Francisco,5
3638,Bike,nice365,19.66,Military Highway,Culver Drive Station,Lexington,1
3638,Bike,nothing156,98.73,Peachtree Center,Pepsi Center/Elitch Gardens,El Paso,5
3638,Car,war143,52.08,Downtown Transit Center,Sycamore/Main Street,Virginia Beach,0
3638,Car,yard386,85.14,Woodlawn Station,HART Downtown Station,Colorado Springs,4
3639,Bicycle,able668,15.18,Back Bay Station,Amtrak Station,Columbus,2
